OVERALL STATS
SPIN COUNT	1000000
TOTAL WIN	2340858.0
BASE WIN	2299229.0
FREE WIN	41629.0
FREE TRIGGERS	3793

RTP	234.08579999999998
TOTAL WIN DIST	 9.596987747404704
0	777486
32.0	6251
10.0	20123
1.0	55289
6.0	12314
14.0	2462
34.0	432
21.0	502
40.0	6146
2.0	13440
8.0	23750
5.0	3890
4.0	38773
3.0	1299
20.0	2196
33.0	698
16.0	9388
12.0	1926
43.0	71
9.0	2465
7.0	1470
86.0	43
11.0	3729
64.0	326
24.0	2595
19.0	103
36.0	358
80.0	1658
18.0	985
61.0	56
50.0	323
44.0	700
17.0	911
204.0	55
26.0	458
15.0	652
41.0	763
49.0	42
81.0	236
28.0	226
25.0	405
65.0	38
60.0	419
35.0	65
23.0	62
13.0	325
38.0	161
201.0	69
31.0	52
102.0	1
42.0	389
200.0	420
27.0	181
82.0	99
66.0	44
46.0	190
45.0	86
113.0	15
22.0	270
58.0	19
48.0	245
84.0	116
51.0	81
96.0	21
210.0	31
47.0	37
72.0	55
30.0	199
112.0	123
56.0	219
69.0	10
88.0	69
240.0	32
241.0	22
85.0	30
70.0	22
52.0	30
90.0	65
117.0	5
71.0	10
68.0	26
37.0	53
192.0	1
160.0	16
57.0	33
39.0	21
54.0	55
120.0	19
197.0	1
29.0	56
101.0	3
203.0	2
216.0	6
104.0	19
94.0	8
97.0	5
208.0	23
140.0	4
99.0	2
212.0	5
205.0	10
100.0	11
95.0	1
91.0	20
202.0	15
122.0	2
214.0	7
87.0	6
92.0	17
89.0	10
126.0	3
124.0	3
62.0	17
75.0	9
213.0	2
209.0	3
55.0	5
270.0	1
74.0	9
206.0	16
73.0	8
280.0	3
107.0	2
220.0	9
108.0	1
116.0	6
161.0	3
83.0	8
265.0	1
78.0	3
400.0	4
254.0	1
121.0	6
244.0	13
250.0	13
145.0	1
105.0	1
224.0	1
141.0	2
59.0	2
235.0	1
53.0	11
251.0	1
63.0	6
266.0	1
76.0	8
440.0	1
114.0	4
67.0	1
260.0	1
219.0	1
281.0	3
262.0	1
215.0	2
77.0	1
98.0	5
106.0	1
123.0	2
245.0	2
168.0	1
93.0	3
109.0	1
246.0	2
231.0	1
238.0	1
242.0	1
211.0	1
232.0	1

BASE WIN DIST	 9.510841656002848
0	780013
32.0	6210
10.0	19970
1.0	54975
6.0	12174
14.0	2401
34.0	417
21.0	481
40.0	6092
2.0	13310
8.0	23541
5.0	3769
4.0	38593
3.0	1265
20.0	2155
33.0	676
16.0	9316
12.0	1840
43.0	66
9.0	2385
7.0	1427
86.0	42
11.0	3638
64.0	322
24.0	2553
36.0	345
80.0	1648
18.0	952
61.0	56
50.0	311
44.0	683
17.0	859
204.0	55
26.0	438
15.0	605
41.0	748
49.0	33
81.0	234
28.0	213
25.0	399
65.0	34
60.0	411
35.0	62
23.0	53
13.0	298
38.0	150
201.0	69
31.0	43
102.0	1
42.0	368
200.0	417
27.0	168
82.0	95
66.0	36
46.0	180
113.0	13
22.0	254
48.0	229
84.0	115
51.0	74
96.0	17
210.0	31
47.0	35
72.0	53
30.0	190
112.0	122
56.0	211
69.0	9
240.0	32
241.0	21
85.0	27
70.0	20
52.0	25
90.0	63
117.0	5
71.0	10
19.0	78
88.0	64
68.0	21
192.0	1
160.0	16
45.0	74
57.0	30
39.0	18
37.0	45
197.0	1
29.0	53
101.0	3
203.0	2
216.0	6
120.0	17
104.0	17
97.0	5
208.0	23
54.0	52
140.0	4
99.0	2
212.0	4
205.0	10
100.0	10
58.0	14
95.0	1
91.0	20
202.0	15
122.0	2
214.0	6
87.0	6
92.0	17
89.0	9
124.0	2
62.0	14
75.0	9
213.0	2
209.0	3
55.0	3
270.0	1
74.0	7
206.0	15
73.0	8
280.0	3
107.0	2
220.0	9
108.0	1
161.0	3
83.0	7
265.0	1
78.0	3
400.0	4
254.0	1
121.0	6
244.0	13
250.0	13
145.0	1
105.0	1
224.0	1
116.0	4
141.0	2
59.0	2
235.0	1
53.0	8
251.0	1
63.0	5
266.0	1
94.0	6
76.0	4
440.0	1
114.0	4
260.0	1
219.0	1
281.0	3
262.0	1
215.0	2
77.0	1
98.0	5
106.0	1
123.0	2
245.0	2
168.0	1
126.0	2
93.0	2
109.0	1
246.0	2
231.0	1
242.0	1
211.0	1
232.0	1

FREE WIN DIST	 18.867568711311915
1.0	391
19.0	18
32.0	46
18.0	34
16.0	94
0	1094
41.0	14
9.0	82
5.0	111
14.0	59
4.0	261
2.0	127
6.0	141
17.0	48
45.0	12
12.0	86
3.0	36
58.0	3
10.0	187
44.0	15
11.0	88
8.0	216
34.0	18
88.0	5
52.0	5
15.0	42
37.0	7
30.0	9
20.0	40
66.0	6
51.0	7
54.0	3
120.0	2
21.0	18
80.0	10
24.0	38
26.0	18
49.0	7
94.0	2
33.0	20
7.0	46
13.0	25
96.0	4
42.0	19
50.0	10
57.0	3
40.0	65
35.0	3
72.0	2
70.0	2
31.0	10
82.0	4
126.0	1
27.0	11
64.0	4
48.0	13
22.0	13
46.0	11
28.0	13
68.0	5
23.0	7
112.0	1
116.0	2
85.0	3
56.0	7
60.0	8
36.0	11
47.0	3
43.0	6
65.0	4
29.0	2
200.0	3
25.0	5
83.0	1
124.0	1
67.0	1
62.0	3
113.0	2
38.0	8
76.0	5
81.0	2
55.0	1
74.0	2
90.0	2
206.0	1
89.0	1
53.0	3
100.0	1
39.0	3
84.0	1
104.0	2
212.0	1
59.0	1
238.0	1
241.0	1
69.0	1
93.0	1
214.0	1

