OVERALL STATS
SPIN COUNT	1000000
TOTAL WIN	1180443.5
BASE WIN	1143571.0
FREE WIN	36872.5
FREE TRIGGERS	3911

RTP	118.04435
TOTAL WIN DIST	 4.852832563906129
2.0	38669
0	777202
4.0	23762
15.0	236
20.0	6028
18.0	362
16.0	6198
5.0	19986
5.5	3885
0.5	55198
12.0	2629
1.0	13397
6.0	1938
56.0	112
3.0	12446
8.0	9501
16.5	712
40.5	222
10.0	2240
100.0	431
4.5	2502
3.5	1483
2.5	3806
8.5	885
30.0	435
22.0	703
7.0	2438
21.0	415
28.0	204
10.5	500
12.5	393
1.5	1305
32.0	295
14.0	241
13.0	463
25.0	341
40.0	1671
14.5	56
9.0	986
125.5	6
15.5	44
11.0	293
36.0	51
125.0	15
20.5	862
13.5	148
23.0	177
19.0	180
6.5	309
24.0	245
17.0	465
7.5	681
41.0	84
21.5	83
28.5	25
110.0	8
43.0	44
17.5	88
33.0	39
116.0	5
120.5	17
30.5	73
22.5	88
105.0	21
100.5	84
9.5	125
11.5	66
101.0	21
44.5	16
32.5	51
29.0	16
60.0	19
52.0	14
24.5	39
46.0	18
102.0	50
45.0	75
27.5	21
42.0	114
80.0	13
26.0	33
50.5	6
138.0	2
102.5	12
44.0	69
86.0	1
138.5	1
49.0	7
25.5	98
34.0	35
122.5	5
41.5	13
18.5	56
57.0	10
50.0	12
54.0	2
45.5	17
19.5	18
35.0	23
37.0	12
80.5	4
105.5	4
27.0	71
104.0	18
29.5	8
31.0	16
37.5	10
56.5	14
26.5	12
39.0	11
23.5	36
58.0	12
42.5	26
120.0	46
97.0	1
36.5	8
74.0	1
38.5	4
48.0	15
47.0	8
35.5	6
108.0	7
132.0	3
39.5	2
55.5	2
31.5	5
200.0	2
53.0	4
62.5	6
46.5	4
51.0	5
103.0	11
34.5	14
62.0	3
140.0	4
48.5	5
61.0	2
107.5	3
43.5	4
38.0	6
66.0	2
114.0	1
70.5	1
70.0	2
114.5	1
122.0	5
144.5	1
148.5	1
103.5	2
106.0	2
126.0	1
223.5	1
107.0	5
115.5	1
121.0	1
104.5	4
54.5	1
61.5	2
60.5	4
33.5	4
109.0	2
112.0	3
78.0	1
96.0	1
51.5	2
101.5	4
65.0	1
130.0	1
84.0	2
142.0	1
144.0	1
76.0	2
140.5	1
82.0	1
131.0	1
49.5	1
81.0	1
83.0	1
106.5	1
52.5	2
58.5	1
111.0	1
55.0	1
87.0	1

BASE WIN DIST	 4.727729144944643
2.0	38520
0	780315
4.0	23564
15.0	220
20.0	5979
18.0	336
16.0	6145
5.0	19826
5.5	3770
0.5	54984
12.0	2586
1.0	13249
6.0	1821
56.0	110
3.0	12320
8.0	9423
40.5	213
10.0	2165
100.0	429
4.5	2403
16.5	672
3.5	1424
2.5	3685
8.5	834
30.0	426
22.0	666
7.0	2340
21.0	394
28.0	198
10.5	456
12.5	371
1.5	1259
32.0	287
14.0	224
13.0	429
25.0	318
40.0	1655
14.5	46
9.0	918
125.5	6
15.5	31
11.0	254
36.0	47
125.0	15
20.5	822
13.5	130
23.0	164
19.0	163
6.5	268
24.0	223
17.0	446
7.5	625
41.0	76
110.0	7
17.5	79
33.0	33
116.0	5
120.5	16
30.5	68
22.5	75
105.0	19
100.5	79
101.0	20
44.5	14
32.5	43
29.0	12
60.0	17
11.5	47
52.0	13
24.5	24
46.0	14
28.5	18
102.0	47
45.0	63
43.0	40
27.5	17
42.0	107
9.5	70
80.0	11
21.5	71
50.5	3
138.0	1
102.5	12
25.5	80
34.0	30
122.5	4
18.5	41
57.0	9
50.0	10
54.0	1
45.5	15
19.5	13
35.0	16
80.5	4
105.5	3
27.0	62
31.0	14
37.5	8
56.5	14
26.5	6
44.0	63
39.0	4
23.5	26
58.0	11
26.0	23
42.5	22
120.0	46
97.0	1
38.5	3
48.0	9
41.5	7
36.5	5
104.0	17
35.5	5
108.0	6
132.0	3
39.5	1
55.5	1
31.5	4
62.5	4
46.5	3
51.0	4
37.0	9
47.0	4
34.5	12
140.0	3
48.5	4
107.5	2
103.0	9
66.0	2
114.0	1
70.5	1
70.0	2
38.0	4
114.5	1
122.0	5
103.5	2
62.0	2
53.0	2
126.0	1
107.0	5
115.5	1
121.0	1
104.5	4
61.5	2
60.5	4
200.0	1
49.0	2
33.5	1
43.5	1
112.0	3
78.0	1
96.0	1
101.5	4
130.0	1
84.0	2
142.0	1
82.0	1
131.0	1
106.5	1
52.5	1
58.5	1
87.0	1

FREE WIN DIST	 15.33700240253389
16.5	40
4.0	201
13.0	34
0.5	283
2.0	232
2.5	116
7.0	98
8.0	101
5.0	198
16.0	52
13.5	20
0	613
21.5	13
28.5	5
41.0	10
22.0	36
8.5	52
110.0	1
10.0	71
15.5	12
9.0	65
40.5	9
9.5	57
1.0	152
11.5	18
33.0	6
20.5	42
20.0	60
1.5	48
6.0	110
12.5	21
3.0	133
5.5	115
23.0	11
26.0	11
6.5	40
10.5	42
44.0	6
86.0	1
4.5	95
138.5	1
49.0	5
3.5	54
25.5	15
14.5	9
41.5	5
34.0	6
12.0	39
37.0	4
120.5	1
11.0	39
32.0	6
7.5	55
104.0	1
29.5	6
17.0	19
15.0	17
17.5	8
29.0	5
18.0	25
45.0	12
24.0	22
21.0	22
19.0	17
45.5	2
22.5	13
32.5	8
28.0	6
36.5	3
25.0	25
74.0	1
23.5	9
35.0	6
102.0	3
47.0	3
42.5	4
42.0	6
18.5	13
30.5	5
200.0	1
46.0	4
14.0	14
48.0	7
53.0	2
52.0	1
31.0	2
103.0	2
39.0	6
30.0	8
27.5	4
62.0	1
19.5	6
61.0	2
80.0	2
40.0	15
43.5	3
107.5	1
38.5	2
56.0	2
60.0	2
100.5	4
50.5	4
144.5	1
148.5	1
140.0	1
26.5	5
106.0	3
24.5	14
223.5	1
138.0	1
100.0	4
52.5	2
33.5	3
101.0	1
27.0	7
43.0	4
37.5	2
109.0	2
51.5	2
39.5	1
34.5	2
31.5	1
55.5	1
46.5	1
50.0	1
144.0	1
76.0	2
140.5	1
62.5	2
105.0	1
49.5	1
81.0	1
83.0	1
122.5	1
54.0	1
36.0	3
111.0	1
58.0	1
55.0	1
44.5	2
48.5	1
105.5	1
38.0	1
35.5	1
56.5	1

