OVERALL STATS
SPIN COUNT	10000
TOTAL WIN	11920.0
BASE WIN	11520.0
FREE WIN	400.0
FREE TRIGGERS	39

RTP	119.19999999999999
TOTAL WIN DIST	 4.929111076046065
16.0	51
0	7790
4.0	230
2.0	370
0.5	537
5.0	238
4.5	31
16.5	3
9.0	14
2.5	44
40.0	21
3.0	135
3.5	20
1.0	119
8.0	73
5.5	40
22.0	8
7.0	29
100.0	6
15.0	1
10.0	26
12.0	23
6.5	7
6.0	15
13.5	4
11.0	2
1.5	11
21.0	4
20.5	10
20.0	59
18.0	4
24.0	5
22.5	3
8.5	7
32.0	5
25.0	1
18.5	1
7.5	5
30.0	4
56.0	3
28.0	1
12.5	7
30.5	2
14.0	2
21.5	1
56.5	1
42.0	2
25.5	1
46.0	1
43.0	1
24.5	1
17.0	1
102.5	1
10.5	5
40.5	1
61.5	1
38.0	1
9.5	1
42.5	1
23.0	2
35.5	1
27.0	1
13.0	1
48.0	1
44.0	2
120.5	1

BASE WIN DIST	 4.77330032577042
16.0	51
0	7820
4.0	228
2.0	367
5.0	237
0.5	536
4.5	29
16.5	3
9.0	14
2.5	43
40.0	21
3.0	133
3.5	19
1.0	119
8.0	70
5.5	40
22.0	8
7.0	28
100.0	5
15.0	1
10.0	26
12.0	22
6.5	7
6.0	15
13.5	4
11.0	2
1.5	11
21.0	2
20.5	10
20.0	59
18.0	3
24.0	5
22.5	3
8.5	6
32.0	5
25.0	1
18.5	1
7.5	5
30.0	4
56.0	3
28.0	1
12.5	5
30.5	2
14.0	2
56.5	1
42.0	2
25.5	1
46.0	1
43.0	1
24.5	1
17.0	1
102.5	1
10.5	3
40.5	1
61.5	1
9.5	1
23.0	2
35.5	1
27.0	1
13.0	1
48.0	1
44.0	2
120.5	1

FREE WIN DIST	 17.47557702171651
0.5	2
12.0	1
3.5	1
0	8
8.0	3
3.0	2
21.0	2
4.5	2
18.0	1
8.5	1
2.0	3
4.0	2
21.5	1
5.0	1
38.0	1
12.5	2
42.0	1
10.5	2
7.0	1
100.0	1
2.5	1

