OVERALL STATS
SPIN COUNT	1000
TOTAL WIN	1185.5
BASE WIN	1113.5
FREE WIN	72.0
FREE TRIGGERS	7

RTP	118.55
TOTAL WIN DIST	 4.751351360402637
2.0	36
0	767
0.5	64
25.0	2
3.0	14
6.0	4
4.0	27
20.5	2
8.0	6
3.5	3
4.5	5
5.0	23
7.0	3
20.0	7
9.0	2
10.0	6
40.5	1
1.0	7
2.5	3
12.0	1
16.0	5
8.5	2
18.0	1
40.0	1
5.5	4
28.0	1
7.5	1
100.5	1
1.5	1

BASE WIN DIST	 4.625026243168788
2.0	36
0	774
0.5	64
3.0	14
6.0	4
4.0	27
20.5	2
8.0	6
4.5	4
5.0	22
7.0	3
20.0	7
9.0	2
10.0	6
40.5	1
1.0	7
2.5	3
12.0	1
16.0	5
8.5	2
18.0	1
40.0	1
5.5	3
28.0	1
7.5	1
100.5	1
1.5	1
3.5	1

FREE WIN DIST	 9.330660453033103
25.0	2
3.5	2
5.0	1
4.5	1
5.5	1

