OVERALL STATS
SPIN COUNT	100000000
TOTAL WIN	118397376.0
BASE WIN	114847587.5
FREE WIN	3549788.5
FREE TRIGGERS	380096

RTP	118.397376
TOTAL WIN DIST	 4.850313118823504
0	77649833
0.5	5529220
16.0	629770
5.0	2018493
1.0	1343413
4.0	2377087
3.5	147142
2.0	3895944
8.0	952147
17.0	42850
3.0	1229473
22.0	67655
18.0	34580
1.5	133246
20.0	610220
16.5	68316
2.5	385077
30.0	44123
4.5	250262
5.5	378896
12.0	260839
7.0	249205
28.0	21521
25.5	8806
8.5	89375
6.0	196646
6.5	34673
9.0	99425
19.0	15098
40.0	170237
7.5	67771
25.0	34826
56.0	12117
21.0	39682
10.5	54659
10.0	226303
100.5	7610
30.5	6582
29.0	2030
100.0	41919
21.5	8640
17.5	7963
14.5	5888
31.5	762
32.5	4197
20.5	79621
22.5	8705
32.0	29314
43.0	3991
11.0	29977
15.0	22727
13.5	17269
15.5	5307
27.0	6122
40.5	23162
12.5	40781
24.0	25263
13.0	46336
42.5	2750
120.0	4344
46.0	1833
127.0	56
24.5	4066
41.0	8463
18.5	5431
23.5	3237
9.5	10851
108.0	989
47.0	774
35.5	745
45.5	2342
34.0	3173
14.0	23430
23.0	19370
33.0	3502
36.0	5321
101.0	2018
42.0	10955
102.0	4971
104.0	1775
70.0	412
122.0	1003
45.0	7772
19.5	2756
37.0	1282
105.0	2607
57.0	671
103.0	1465
11.5	7857
44.0	6925
58.5	703
26.0	3818
41.5	1140
105.5	510
107.5	122
60.0	1950
48.0	2088
110.0	901
50.5	414
26.5	1449
62.0	405
27.5	1475
35.0	2118
115.0	24
106.0	183
125.5	311
132.0	70
28.5	2414
49.0	612
104.5	392
47.5	282
38.0	938
69.5	16
52.0	1112
123.0	101
56.5	1361
36.5	791
86.0	41
114.0	76
38.5	384
120.5	2006
50.0	1805
31.0	2253
101.5	326
34.5	1187
80.0	1523
125.0	991
33.5	541
52.5	209
39.0	414
29.5	697
54.5	113
113.0	63
119.0	20
147.5	5
37.5	721
102.5	1026
72.5	115
61.0	262
48.5	655
58.0	655
43.5	520
72.0	208
200.0	171
73.5	13
61.5	133
114.5	15
118.0	21
44.5	1350
64.5	48
122.5	583
65.0	172
141.0	15
98.5	42
60.5	425
59.0	73
80.5	397
46.5	458
124.0	94
54.0	155
55.0	166
117.0	51
126.0	58
107.0	547
140.0	244
112.0	213
84.0	52
132.5	59
81.0	69
53.5	163
106.5	146
130.0	145
51.5	122
66.0	109
57.5	45
128.0	94
82.5	13
70.5	54
96.5	84
73.0	54
183.5	1
51.0	295
138.0	30
39.5	147
110.5	123
96.0	172
49.5	215
62.5	352
63.0	118
64.0	52
123.5	19
53.0	228
116.0	400
133.5	10
68.0	57
67.5	19
85.5	40
97.0	28
138.5	35
