OVERALL STATS
SPIN COUNT	10000
TOTAL WIN	5964.5
BASE WIN	5964.5
FREE WIN	0
FREE TRIGGERS	0

RTP	59.645
TOTAL WIN DIST	 1.9176867308035481
2.0	438
0	7771
0.5	327
4.0	205
1.0	766
1.5	53
2.5	58
3.0	48
10.0	58
8.5	6
3.5	13
11.0	11
5.0	44
8.0	69
20.5	1
6.0	22
10.5	7
12.0	5
30.0	3
20.0	12
9.0	17
7.0	14
21.5	1
7.5	3
5.5	9
21.0	2
4.5	16
16.0	2
6.5	3
28.0	1
22.0	1
25.0	1
14.0	4
16.5	1
15.0	2
18.0	1
15.5	1
30.5	1
9.5	2
14.5	1

BASE WIN DIST	 1.9176867308035481
2.0	438
0	7771
0.5	327
4.0	205
1.0	766
1.5	53
2.5	58
3.0	48
10.0	58
8.5	6
3.5	13
11.0	11
5.0	44
8.0	69
20.5	1
6.0	22
10.5	7
12.0	5
30.0	3
20.0	12
9.0	17
7.0	14
21.5	1
7.5	3
5.5	9
21.0	2
4.5	16
16.0	2
6.5	3
28.0	1
22.0	1
25.0	1
14.0	4
16.5	1
15.0	2
18.0	1
15.5	1
30.5	1
9.5	2
14.5	1

FREE WIN DIST	 nan

