OVERALL STATS
SPIN COUNT	1000
TOTAL WIN	1217.5
BASE WIN	1197.5
FREE WIN	20.0
FREE TRIGGERS	3

RTP	121.75
TOTAL WIN DIST	 5.087626534052985
0	777
22.0	1
5.0	16
3.0	16
1.0	17
0.5	63
2.0	37
10.5	1
21.0	1
17.0	1
4.0	16
16.0	9
7.0	4
2.5	4
20.0	5
40.5	1
4.5	3
8.0	5
30.5	1
25.0	1
100.0	1
1.5	1
40.0	1
21.5	1
14.0	2
12.5	1
12.0	2
13.5	1
6.0	2
9.0	2
8.5	1
10.0	1
33.0	1
43.0	1
20.5	1
7.5	2

BASE WIN DIST	 5.070872089690293
0	780
22.0	1
5.0	16
3.0	16
1.0	17
0.5	63
2.0	37
10.5	1
21.0	1
17.0	1
4.0	16
16.0	9
7.0	4
2.5	4
20.0	5
40.5	1
4.5	2
8.0	5
30.5	1
25.0	1
100.0	1
40.0	1
21.5	1
12.5	1
14.0	1
12.0	2
13.5	1
6.0	2
9.0	2
8.5	1
10.0	1
33.0	1
43.0	1
20.5	1
7.5	2

FREE WIN DIST	 5.328122454381926
4.5	1
1.5	1
14.0	1

