OVERALL STATS
SPIN COUNT	1000
TOTAL WIN	1416.5
BASE WIN	1353.5
FREE WIN	63.0
FREE TRIGGERS	5

RTP	141.65
TOTAL WIN DIST	 6.18031372585567
0.5	55
0	773
5.0	19
2.0	43
28.0	1
5.5	6
4.0	25
9.0	2
1.0	12
12.0	4
3.5	2
20.0	7
16.0	5
3.0	8
7.0	2
2.5	4
8.0	9
44.5	1
12.5	3
25.5	1
11.0	1
6.5	1
4.5	2
8.5	1
24.0	1
100.0	1
40.0	2
22.0	3
13.0	1
10.0	1
100.5	1
1.5	1
44.0	1
40.5	1

BASE WIN DIST	 6.022066734103833
0.5	55
0	777
5.0	19
2.0	43
28.0	1
5.5	6
4.0	25
9.0	2
1.0	12
12.0	4
3.5	1
20.0	7
16.0	5
3.0	8
2.5	4
12.5	3
25.5	1
11.0	1
6.5	1
8.0	8
4.5	2
8.5	1
24.0	1
100.0	1
40.0	2
22.0	3
13.0	1
10.0	1
100.5	1
7.0	1
1.5	1
44.0	1
40.5	1

FREE WIN DIST	 16.196913286178944
7.0	1
3.5	1
8.0	1
44.5	1
0	1

