OVERALL STATS
SPIN COUNT	1000
TOTAL WIN	1337.0
BASE WIN	1320.5
FREE WIN	16.5
FREE TRIGGERS	3

RTP	133.7
TOTAL WIN DIST	 5.297020955216243
28.0	1
0	760
8.0	16
0.5	56
2.5	4
20.0	6
10.0	3
4.0	26
30.5	1
5.0	24
2.0	38
1.0	13
3.0	10
7.0	8
21.0	1
16.0	4
5.5	1
4.5	2
40.5	1
8.5	3
32.0	1
12.0	2
17.0	1
3.5	2
56.5	1
40.0	1
1.5	6
9.0	2
105.0	1
20.5	2
13.0	1
23.0	1
12.5	1

BASE WIN DIST	 5.28696791649051
28.0	1
0	762
8.0	16
0.5	56
2.5	4
20.0	6
10.0	3
4.0	26
30.5	1
5.0	24
2.0	39
1.0	12
3.0	10
7.0	8
21.0	1
16.0	4
5.5	1
4.5	2
40.5	1
32.0	1
12.0	2
17.0	1
3.5	2
56.5	1
40.0	1
8.5	2
1.5	6
9.0	1
105.0	1
20.5	2
13.0	1
23.0	1
12.5	1

FREE WIN DIST	 3.3416562759605704
6.5	1
1.0	1
9.0	1

