OVERALL STATS
SPIN COUNT	10000
TOTAL WIN	11887.5
BASE WIN	11584.5
FREE WIN	303.0
FREE TRIGGERS	36

RTP	118.875
TOTAL WIN DIST	 4.741555487126561
0	7748
4.0	248
0.5	551
8.0	105
1.0	128
9.0	11
16.0	69
13.0	2
2.5	30
4.5	27
12.0	28
12.5	8
2.0	393
3.0	119
7.5	9
5.0	199
7.0	21
20.0	62
10.0	37
8.5	9
3.5	13
17.5	2
5.5	38
19.5	2
20.5	11
16.5	6
40.0	19
6.5	3
1.5	20
23.0	2
6.0	20
25.5	1
100.5	2
22.0	8
18.0	6
58.0	1
14.0	3
21.0	7
42.0	1
100.0	4
25.0	1
40.5	3
11.0	3
101.0	1
21.5	1
22.5	2
32.0	2
17.0	3
125.0	1
44.0	1
41.0	1
32.5	1
37.0	1
24.0	1
33.0	2
30.0	1
19.0	1
43.0	1

BASE WIN DIST	 4.659728382373805
0	7774
4.0	248
0.5	548
8.0	105
1.0	125
9.0	11
16.0	69
13.0	2
2.5	30
4.5	27
12.0	28
12.5	7
2.0	392
3.0	117
7.5	7
5.0	199
7.0	20
20.0	62
10.0	36
8.5	8
3.5	12
5.5	37
19.5	2
20.5	11
16.5	6
40.0	19
6.5	3
1.5	19
23.0	1
6.0	20
25.5	1
100.5	2
22.0	7
18.0	6
21.0	7
42.0	1
100.0	4
25.0	1
40.5	3
11.0	3
101.0	1
21.5	1
22.5	1
32.0	2
17.0	3
125.0	1
44.0	1
41.0	1
14.0	2
32.5	1
24.0	1
30.0	1
19.0	1
33.0	1
17.5	1
43.0	1

FREE WIN DIST	 12.619154312217423
7.5	2
17.5	1
3.5	1
3.0	2
0.5	4
0	7
1.0	3
58.0	1
6.0	1
8.5	1
22.0	1
2.0	2
5.0	2
37.0	1
22.5	1
33.0	1
8.0	1
1.5	1
10.0	1
12.5	1
23.0	1

